fetched_at_utc,rank,player,pos,team,game,salary,projection,value,wwo_slate_ids,our_salary,salary_match
2026-09-25T10:28:00+00:00,787,Cardinals,DST,ARI,ARI @ SF,2300,0.0,0.0,"153772,153771,153769",2300,1
2026-09-25T10:28:00+00:00,788,Andrew DePaola,TE,MIN,MIN @ TB,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,789,Cam Grandy,TE,MIN,MIN @ TB,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,790,Ben Yurosek,TE,MIN,MIN @ TB,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,791,Evan Deckers,TE,TB,MIN @ TB,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,792,CJ Dippre,TE,TB,MIN @ TB,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,793,Shawn Bowman,TE,ARI,ARI @ SF,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,794,Teagan Quitoriano,TE,ARI,ARI @ SF,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,795,Jameson Geers,TE,ARI,ARI @ SF,2500,0.0,0.0,"153772,153771,153769",2500,1
2026-09-25T10:28:00+00:00,796,Zach Wilson,QB,NO,LV @ NO,4000,0.0,0.0,"153773,153772,153771,153769",4000,1
2026-09-25T10:28:00+00:00,797,Spencer Rattler,QB,NO,LV @ NO,4000,0.0,0.0,"153773,153772,153771,153769",4000,1
2026-09-25T10:28:00+00:00,803,Trey Palmer,WR,NO,LV @ NO,3000,0.0,0.0,"153773,153772,153771,153769",3000,1
2026-09-25T10:28:00+00:00,813,Kendre Miller,RB,NO,LV @ NO,4300,0.0,0.0,"153773,153772,153771,153769",4300,1
2026-09-25T10:28:00+00:00,824,Fernando Mendoza,QB,LV,LV @ NO,4300,0.0,0.0,"153773,153772,153771,153769",4300,1
