player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,salary_anchor,final_projection_pre_anchor,anchor_weight_used,points_above_anchor,chalk_score,estimated_ownership_pct
00-0031236,Brandin Cooks,WR,HOU,5700,5255,13.275,10.091,0.9384366948485716,0.6729708431836092,9.420999278166562,SEA,15.25,40.5,13.013353495644406,7.378288056463473,0.3625,-3.5924,44.23683074265976,0.978917296739593
00-0032385,Sterling Shepard,WR,NYG,4600,5456,13.9,11.439000000000002,0.8357989459383041,0.7612293144208038,9.309468825998458,LAC,17.25,44.0,10.426721190130625,8.060775007262507,0.5278,-1.1173,46.41389608520439,1.131822960463371
00-0034765,Tre'Quan Smith,WR,NO,4800,5639,8.442857142857143,7.672,0.9544346913923316,1.026004728132388,9.263929191011757,NYJ,23.25,42.0,10.882395118386436,7.890273235845008,0.4591,-1.6185,51.63086499712148,1.6026003033704308
DST_NO,New Orleans,DST,NO,3600,7019,7.416666666666667,7.416666666666667,1.0,1.2085714285714284,8.940097050473659,NYJ,23.25,42.0,8.835302943474863,8.963571428571427,0.183,0.1048,60.20725388601037,3.912784437899933
00-0029293,Marvin Jones,WR,JAX,4500,5168,10.0,6.0680000000000005,1.2559872888948915,0.7943262411347518,8.814696266271358,TEN,18.0,44.5,10.220654426705371,8.015229861318685,0.3625,-1.406,45.07304260218768,1.0350392409898508
00-0035250,Devin Singletary,RB,BUF,4700,5717,8.275,6.63,0.994090042785109,1.0811662726556344,8.755032771563133,TB,24.5,52.5,10.06566236429433,8.009772807068925,0.3625,-1.3106,54.61694086854335,2.0526787021418667
00-0036970,Kyle Pitts,TE,ATL,5500,4801,10.491666666666667,7.346,0.8640900622349069,0.8494877856579984,8.70836386456249,CAR,19.25,41.0,12.509864069792489,6.546726492961117,0.3625,-3.8015,60.46955958549223,2.126168959307237
00-0027061,Jared Cook,TE,LAC,3200,4437,8.0,6.954,1.094689975026757,1.1804570527974785,8.69884854011436,NYG,26.75,44.0,7.00496473791695,9.662037368814849,0.3625,1.6939,76.27428756476684,6.098057522770964
00-0036233,Donovan Peoples-Jones,WR,CLE,3900,5874,8.5,9.111999999999998,0.996742646107456,1.037037037037037,8.64649085557061,BAL,23.5,44.0,8.0503,9.102401509830488,0.4333,0.5962,57.387017846862406,2.352246956359944
00-0033611,Ricky Seals-Jones,TE,WAS,3600,4712,8.285714285714286,7.743999999999999,1.2246332897292584,0.9156816390858944,8.630105487151296,DAL,20.75,48.0,8.20883526734926,8.987654161100922,0.4591,0.4213,67.69268134715026,3.44134781179003
