player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status,estimated_ownership_pct_heuristic_x,estimated_ownership_pct_heuristic_y
00-0041251,Jalon Daniels,QB,TB,4000,44265607,1.0484,1.0484,1.0,0.9261117684945256,0.97094814580665,MIN,20.61,42.5,0.0,0.0,6.1379,statline_mc+recal_10_4b,0.0,1.7401071675629032,0.0,0.0,0.0,0.92625,3.7641563655925,0.0365,0.0,0.0,0.0,0.0,0.5394156365592501,0.4315325092474,0.0,,36.88605994944023,0.2660183684735275,,classic,True,,ACTIVE,0.3908960233324056,0.4587231600435812
00-0040259,Gage Larvadain,WR,BAL,3000,44265853,0.7564,0.7564,1.0,1.2743585518925156,0.963964754854099,DAL,28.36,53.33,0.0,0.0,3.7907,statline_mc+recal_10_4b,0.0,2.104379915084225,0.0,0.0,0.0,0.01375,0.0565962915214721,0.00025,0.2645,0.15775,2.5937634576679662,0.0185,0.5355359749189439,0.4284287799351551,0.0,,61.06572769953052,0.3803870652806449,,classic,True,,ACTIVE,3.711674927339612,4.325911062789381
00-0039376,Spencer Rattler,QB,NO,4000,44265600,0.9143,0.9143,1.0,1.0496832077647802,0.9597392652364456,LV,23.36,43.67,0.0,0.0,6.1635,statline_mc+recal_10_4b,0.0,1.6201570585719467,0.0,0.0,0.0,0.7755,3.4143848068691414,0.0405,0.0,0.0,0.0,0.0,0.5331884806869142,0.4265507845495313,0.0,,43.660166124954856,0.29612049913467653,,classic,True,,ACTIVE,0.6341631948639955,0.7442013409380949
00-0035282,Easton Stick,QB,TB,4000,44265608,1.0209,1.0209,1.0,0.9261117684945256,0.945465200008214,MIN,20.61,42.5,0.0,0.0,6.1352,statline_mc+recal_10_4b,0.0,1.6060137643793315,0.0,0.0,0.0,0.9355,3.645084444490078,0.03625,0.0,0.0,0.0,0.0,0.5252584444490078,0.4202067555592063,0.0,,33.039906103286384,0.2503424188460386,,classic,True,,ACTIVE,0.2969953033124048,0.3485290612376355
00-0037267,Jerome Ford,RB,MIN,4000,44265689,0.9593,0.9593,1.0,0.983628656591226,0.9435847074911552,TB,21.89,42.5,0.0,0.0,3.6313,statline_mc+recal_10_4b,0.0,1.9480672599288336,0.0,0.0,0.0,0.4005,1.6830078304071974,0.011,0.1945,0.14575,1.0966294334325533,0.006,0.5242137263839751,0.4193709811071801,0.0,,32.83413245430027,0.20961171463720493,,classic,True,,ACTIVE,0.1384195378585697,0.24721245836289174
00-0037077,Sam Howell,QB,DAL,4000,44265613,0.8066,0.8066,1.0,1.122028668573911,0.9050586870920564,BAL,24.97,53.33,0.0,0.0,6.0865,statline_mc+recal_10_4b,0.0,1.5957139249991732,0.0,0.0,0.0,0.7525,3.4581038171780896,0.03375,0.0,0.0,0.0,0.0,0.502810381717809,0.4022483053742473,0.0,,50.025279884434816,0.32764152978029304,,classic,True,,ACTIVE,0.9992023485934748,1.172581022856797
00-0037304,Connor Heyward,RB,LV,4000,44265665,0.9697,0.9697,1.0,0.9126312478468614,0.8849601520127728,NO,20.31,43.67,0.0,0.0,3.5695,statline_mc+recal_10_4b,0.0,1.7810169788478518,0.0,0.0,0.0,0.45975,1.819278823018904,0.01225,0.16875,0.1215,0.9621664659409448,0.0035,0.4916445288959848,0.3933156231167879,0.1,,30.74917590650285,0.20579574520632457,,classic,True,,ACTIVE,0.1145197959419519,0.2045283543350156
00-0033854,Dare Ogunbowale,RB,LV,4000,44265663,0.9652,0.9652,1.0,0.9126312478468614,0.8808598101839281,NO,20.31,43.67,0.0,0.0,3.5848,statline_mc+recal_10_4b,0.0,1.7324590342055233,0.0,0.0,0.0,0.466,1.7414141220161186,0.0115,0.173,0.127,0.9322514901168149,0.00475,0.4893665612132933,0.3914932489706347,0.0,,29.6853461192688,0.20454442780243626,,classic,True,,ACTIVE,0.1039630865933174,0.1856744402801589
00-0037004,Hunter Long,TE,ARI,2500,44265919,0.9868,0.9868,1.0,0.8861195572397886,0.8744170457238705,SF,19.72,47.89,2.0,1.0,3.3127,statline_mc+recal_10_4b,0.0,2.016712880299918,0.0,0.0,0.0,0.0,0.0,0.0,0.3285,0.21925,1.9803724762437245,0.0115,0.4857872476243725,0.388629798099498,0.0,,42.21695557963164,0.2382057969845718,,classic,True,,ACTIVE,0.8487562971017227,0.8671574166661767
00-0041562,Fernando Mendoza,QB,LV,4300,44265598,0.9488,0.9488,1.0,0.9126312478468614,0.865917689131851,NO,20.31,43.67,0.0,0.0,6.0964,statline_mc+recal_10_4b,0.0,1.4881356500209362,0.0,0.0,0.0,0.8775,3.438153828510283,0.0325,0.0,0.0,0.0,0.0,0.4810653828510283,0.3848523062808227,0.0,,28.020043336944745,0.23241115845542445,,classic,True,,ACTIVE,0.2075048470650267,0.2435104822979609
